Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,fair_score,fair_rank,pos_rel_score,pos_rel_rank
Mikkel Damsgaard,"MF,FW",Brentford,38,34,"2,911",32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,0.06,0.31,0.37,0.06,,,,,,,,0.0,297.0,0.0,22.5
Danilo,"MF,FW",Nott'ham Forest,8,5,275,3.1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Jayden Danns,MF,Liverpool,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Kevin Danso,DF,Tottenham,10,9,842,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,19,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Ben Davies,DF,Tottenham,17,14,"1,331",14.8,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,14,52,6,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Leif Davis,DF,Ipswich Town,33,32,"2,743",30.5,1,2,3,1,0,0,5,1,1,1,4.9,5.8,52,59,137,0.03,0.07,0.1,0.03,,,,,,,,0.0,297.0,0.0,93.5
Craig Dawson,DF,Wolves,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,6,20,5,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.0,,
Kevin De Bruyne,"MF,FW",Manchester City,28,19,"1,702",18.9,4,7,11,4,0,0,2,0,5.1,5.1,8,13.1,51,157,150,0.21,0.37,0.58,0.21,,,,,,,,0.0,297.0,0.0,22.5
Bobby De Cordova-Reid,FW,Leicester City,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2,14,15,48,0.12,0.24,0.36,0.12,,,,,,,,0.0,297.0,0.0,43.0
Liam Delap,FW,Ipswich Town,37,32,"2,593",28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,0.42,0.07,0.49,0.35,,,,,,,,0.0,297.0,0.0,43.0
Sepp van den Berg,DF,Brentford,31,29,"2,586",28.7,0,0,0,0,0,0,3,0,2,2,0.8,2.8,12,79,28,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Justin Devenny,MF,Crystal Palace,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,,,,,,,,0.0,297.0,0.0,56.5
Kiernan Dewsbury-Hall,"MF,FW",Chelsea,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0,0.34,0.34,0,,,,,,,,0.0,297.0,0.0,22.5
Amad Diallo,"MF,FW",Manchester Utd,26,20,"1,901",21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,0.38,0.28,0.66,0.38,,,,,,,,0.0,297.0,0.0,22.5
Rúben Dias,DF,Manchester City,27,25,"2,271",25.2,0,0,0,0,0,0,4,0,1.5,1.5,0.3,1.8,43,160,8,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Luis Díaz,FW,Liverpool,36,28,"2,399",26.7,13,5,18,13,0,0,2,0,12,12,5,17.1,108,110,293,0.49,0.19,0.68,0.49,,,,,,,,0.0,297.0,0.0,43.0
Tyler Dibling,"FW,MF",Southampton,33,20,"1,874",20.8,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,69,64,96,0.1,0,0.1,0.1,,,,,,,,0.0,297.0,0.0,30.5
Lucas Digne,DF,Aston Villa,32,28,"2,351",26.1,0,4,4,0,0,0,4,0,0.8,0.8,4.7,5.5,23,57,142,0,0.15,0.15,0,,,,,,,,0.0,297.0,0.0,93.5
Issa Diop,DF,Fulham,21,15,"1,339",14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Axel Disasi,DF,Aston Villa,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Axel Disasi,DF,Chelsea,6,4,364,4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0,0.25,0.25,,,,,,,,0.0,297.0,0.0,93.5
Roman Dixon,DF,Everton,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Nasser Djiga,DF,Wolves,5,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Matt Doherty,DF,Wolves,30,25,"2,109",23.4,2,1,3,2,0,0,6,0,1,1,1.5,2.6,29,79,41,0.09,0.04,0.13,0.09,,,,,,,,0.0,297.0,0.0,93.5
Jeremy Doku,"FW,MF",Manchester City,29,16,"1,516",16.8,3,6,9,3,0,0,1,0,1.3,1.3,4.8,6.1,213,69,286,0.18,0.36,0.53,0.18,,,,,,,,0.0,297.0,0.0,30.5
Nicolás Domínguez,"MF,FW",Nott'ham Forest,34,23,"1,963",21.8,0,1,1,0,0,0,9,0,1.5,1.5,1.3,2.8,16,83,33,0,0.05,0.05,0,,,,,,,,0.0,297.0,0.0,22.5
Patrick Dorgu,DF,Manchester Utd,12,10,842,9.4,0,0,0,0,0,0,3,1,0.4,0.4,0.7,1.2,41,34,83,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Alfie Dorrington,DF,Tottenham,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Abdoulaye Doucouré,MF,Everton,33,31,"2,564",28.5,3,2,5,3,0,0,5,1,4.1,4.1,2.4,6.6,42,82,96,0.11,0.07,0.18,0.11,,,,,,,,0.0,297.0,0.0,56.5
Cheick Doucouré,MF,Crystal Palace,13,4,452,5,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,2,19,7,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Flynn Downes,MF,Southampton,27,25,"2,151",23.9,1,0,1,1,0,0,12,0,0.6,0.6,1.1,1.7,29,66,29,0.04,0,0.04,0.04,,,,,,,,0.0,297.0,0.0,56.5
Tommy Doyle,MF,Wolves,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0,0.18,0.18,0,,,,,,,,0.0,297.0,0.0,56.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.0,,
Radu Drăgușin,DF,Tottenham,16,14,"1,252",13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Martin Dúbravka,GK,Newcastle Utd,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Lewis Dunk,DF,Brighton,25,23,"2,083",23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Jáder Durán,FW,Aston Villa,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0,0.99,0.99,,,,,,,,0.0,297.0,0.0,43.0
Claudio Echeverri,FW,Manchester City,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Ederson,GK,Manchester City,26,26,"2,320",25.8,0,4,4,0,0,0,4,0,0,0,1.5,1.5,0,2,0,0,0.16,0.16,0,,,,,,,,0.0,297.0,0.0,22.5
George Edmundson,DF,Ipswich Town,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Odsonne Édouard,"MF,FW",Crystal Palace,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,4,7,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Odsonne Édouard,FW,Leicester City,4,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Samuel Edozie,"DF,FW",Southampton,2,0,65,0.7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,6,4,23,0,0,0,0,,,,,,,,0.0,297.0,0.0,4.0
Ronnie Edwards,DF,Southampton,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Anthony Elanga,"FW,MF",Nott'ham Forest,38,31,"2,501",27.8,6,11,17,6,0,0,1,0,4.5,4.5,5.7,10.1,102,63,229,0.22,0.4,0.61,0.22,,,,,,,,0.0,297.0,0.0,30.5
Harvey Elliott,MF,Liverpool,18,2,371,4.1,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.8,10,44,30,0.24,0.49,0.73,0.24,,,,,,,,0.0,297.0,0.0,56.5
Yunus Emre Konak,"FW,MF",Brentford,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,2,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,30.5
Julio Enciso,"MF,FW",Ipswich Town,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.21,0.31,0.52,0.21,,,,,,,,0.0,297.0,0.0,22.5
Julio Enciso,"MF,FW",Brighton,12,2,294,3.3,0,0,0,0,0,0,0,0,1,1,0.2,1.2,11,14,17,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Wataru Endo,"MF,DF",Liverpool,20,1,273,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,19,8,0,0,0,0,,,,,,,,0.0,297.0,0.0,7.0
Christian Eriksen,MF,Manchester Utd,23,11,"1,061",11.8,1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,13,55,29,0.08,0.17,0.25,0,,,,,,,,0.0,297.0,0.0,56.5
Romain Esse,MF,Crystal Palace,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.3,0.65,,,,,,,,0.0,297.0,0.0,56.5
Pervis Estupiñán,DF,Brighton,30,26,"2,402",26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,,,,,,,,0.0,297.0,0.0,93.5
Evanilson,FW,Bournemouth,31,28,"2,319",25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,29,28,99,0.39,0.04,0.43,0.39,,,,,,,,0.0,297.0,0.0,43.0
Jake Evans,FW,Leicester City,4,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Jonny Evans,DF,Manchester Utd,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,10,3,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Eberechi Eze,"MF,FW",Crystal Palace,34,31,"2,588",28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,0.28,0.28,0.56,0.24,,,,,,,,0.0,297.0,0.0,22.5
Łukasz Fabiański,GK,West Ham,14,13,"1,160",12.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,,,,,,,,0.0,297.0,0.0,8.5
Wout Faes,DF,Leicester City,34,30,"2,815",31.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,86,1,0.03,0,0.03,0.03,,,,,,,,0.0,297.0,0.0,93.5
Abdul Fatawu Issahaku,FW,Leicester City,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2,42,17,60,0,0.31,0.31,0,,,,,,,,0.0,297.0,0.0,43.0
João Félix,"FW,MF",Chelsea,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1,3.2,21,26,30,0.24,0.24,0.49,0.24,,,,,,,,0.0,297.0,0.0,30.5
Evan Ferguson,FW,West Ham,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Evan Ferguson,FW,Brighton,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1,2,1,9,0.37,0,0.37,0.37,,,,,,,,0.0,297.0,0.0,43.0
Bruno Fernandes,MF,Manchester Utd,36,35,"3,018",33.5,8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.24,0.3,0.54,0.15,,,,,,,,0.0,297.0,0.0,56.5
Mateus Fernandes,MF,Southampton,36,34,"2,909",32.3,2,4,6,2,0,0,8,0,4,4,3,7,76,145,108,0.06,0.12,0.19,0.06,,,,,,,,0.0,297.0,0.0,56.5
Enzo Fernández,MF,Chelsea,36,32,"2,947",32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.4,0.18,,,,,,,,0.0,297.0,0.0,56.5
Mark Flekken,GK,Brentford,37,37,"3,275",36.4,0,2,2,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0.05,0.05,0,,,,,,,,0.0,297.0,0.0,22.5
Phil Foden,"MF,FW",Manchester City,28,20,"1,777",19.7,7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.35,0.1,0.46,0.35,,,,,,,,0.0,297.0,0.0,22.5
Wesley Fofana,DF,Chelsea,14,14,"1,172",13,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Carlos Forbs,"MF,FW",Wolves,10,1,239,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0,0.2,10,8,28,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Fraser Forster,GK,Tottenham,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Matheus França,"MF,FW",Crystal Palace,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,4,3,4,1.64,0,1.64,1.64,,,,,,,,0.0,297.0,0.0,22.5
Ryan Fraser,"FW,DF",Southampton,8,4,306,3.4,0,0,0,0,0,0,0,1,0,0,0.1,0.1,10,8,18,0,0,0,0,,,,,,,,0.0,297.0,0.0,4.0
Tyler Fredricson,DF,Manchester Utd,2,2,165,1.8,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Niclas Füllkrug,FW,West Ham,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,7,14,31,0.34,0.23,0.57,0.34,,,,,,,,0.0,297.0,0.0,43.0
Cody Gakpo,FW,Liverpool,35,23,"1,935",21.5,10,4,14,10,0,0,5,0,7.1,7.1,4.4,11.5,59,52,278,0.47,0.19,0.65,0.47,,,,,,,,0.0,297.0,0.0,43.0
Idrissa Gana Gueye,MF,Everton,37,35,"3,063",34,0,3,3,0,0,0,9,0,1.1,1.1,1.7,2.8,27,145,27,0,0.09,0.09,0,,,,,,,,0.0,297.0,0.0,56.5
Andrés García,"DF,MF",Aston Villa,7,5,318,3.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,26,15,28,0,0,0,0,,,,,,,,0.0,297.0,0.0,8.5
Alejandro Garnacho,"MF,FW",Manchester Utd,36,23,"2,199",24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,0.25,0.08,0.33,0.25,,,,,,,,0.0,297.0,0.0,22.5
James Garner,"MF,DF",Everton,21,17,"1,594",17.7,0,1,1,0,0,0,5,0,0.7,0.7,1.4,2.1,15,50,30,0,0.06,0.06,0,,,,,,,,0.0,297.0,0.0,7.0
Tyrique George,FW,Chelsea,8,1,183,2,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,3,22,0.49,0.49,0.98,0.49,,,,,,,,0.0,297.0,0.0,43.0
Morgan Gibbs-White,MF,Nott'ham Forest,34,34,"2,803",31.1,7,8,15,7,0,0,11,1,6.3,6.3,5,11.2,69,164,137,0.22,0.26,0.48,0.22,,,,,,,,0.0,297.0,0.0,56.5
Billy Gilmour,MF,Brighton,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,11,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,,,,,,,,0.0,297.0,0.0,8.5
Ben Godfrey,DF,Ipswich Town,3,2,159,1.8,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Martial Godo,"FW,DF",Fulham,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,3,6,0,0,0,0,,,,,,,,0.0,297.0,0.0,4.0
Michael Golding,MF,Leicester City,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
João Gomes,MF,Wolves,36,35,"2,974",33,3,1,4,3,0,0,11,1,2.9,2.9,1.2,4.1,59,165,76,0.09,0.03,0.12,0.09,,,,,,,,0.0,297.0,0.0,56.5
Rodrigo Gomes,"DF,FW",Wolves,25,7,810,9,2,0,2,2,0,0,0,0,0.7,0.7,0.9,1.6,23,27,81,0.22,0,0.22,0.22,,,,,,,,0.0,297.0,0.0,4.0
Toti Gomes,DF,Wolves,31,30,"2,614",29,0,1,1,0,0,0,7,0,0.7,0.7,0.9,1.7,27,86,18,0,0.03,0.03,0,,,,,,,,0.0,297.0,0.0,93.5
Diego Gómez,MF,Brighton,16,4,516,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,8,27,23,0.17,0,0.17,0.17,,,,,,,,0.0,297.0,0.0,56.5
Joe Gomez,DF,Liverpool,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
Nicolás González,MF,Manchester City,11,9,760,8.4,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.5,9,50,11,0.12,0,0.12,0.12,,,,,,,,0.0,297.0,0.0,56.5
Anthony Gordon,"FW,MF",Newcastle Utd,34,28,"2,434",27,6,5,11,5,1,2,2,0,8,6.5,5,11.4,121,98,214,0.22,0.18,0.41,0.18,,,,,,,,0.0,297.0,0.0,30.5
Ryan Gravenberch,MF,Liverpool,37,37,"3,160",35.1,0,4,4,0,0,0,6,1,1.1,1.1,3.1,4.2,70,181,55,0,0.11,0.11,0,,,,,,,,0.0,297.0,0.0,56.5
Archie Gray,"DF,MF",Tottenham,28,19,"1,751",19.5,0,0,0,0,0,0,1,0,0,0,0.1,0.2,7,40,17,0,0,0,0,,,,,,,,0.0,297.0,0.0,8.5
Jack Grealish,"FW,MF",Manchester City,20,7,721,8,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3,69,52,118,0.12,0.12,0.25,0.12,,,,,,,,0.0,297.0,0.0,30.5
Jacob Greaves,DF,Ipswich Town,25,25,"2,205",24.5,1,0,1,1,0,0,5,0,1.3,1.3,0.3,1.6,11,69,11,0.04,0,0.04,0.04,,,,,,,,0.0,297.0,0.0,93.5
Brajan Gruda,"MF,FW",Brighton,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,0.13,0.52,0.66,0.13,,,,,,,,0.0,297.0,0.0,22.5
Albert Grønbaek,"FW,MF",Southampton,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,3,0,0,0,0,,,,,,,,0.0,297.0,0.0,30.5
Gonçalo Guedes,"MF,FW",Wolves,29,10,995,11.1,2,4,6,2,0,0,1,0,3.2,3.2,1.3,4.5,41,40,79,0.18,0.36,0.54,0.18,,,,,,,,0.0,297.0,0.0,22.5
Marc Guéhi,DF,Crystal Palace,34,34,"3,059",34,3,2,5,3,0,0,9,1,2,2,1.8,3.7,22,134,10,0.09,0.06,0.15,0.09,,,,,,,,0.0,297.0,0.0,93.5
Luis Guilherme,"MF,FW",West Ham,12,1,150,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,5,16,0,0,0,0,,,,,,,,0.0,297.0,0.0,22.5
Bruno Guimarães,MF,Newcastle Utd,38,38,"3,271",36.3,5,6,11,5,0,0,7,0,4.3,4.3,6.1,10.4,64,271,96,0.14,0.17,0.3,0.14,,,,,,,,0.0,297.0,0.0,56.5
Marc Guiu,FW,Chelsea,3,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
İlkay Gündoğan,MF,Manchester City,33,25,"2,223",24.7,1,6,7,1,0,0,1,0,3.2,3.2,3.5,6.7,64,127,96,0.04,0.24,0.28,0.04,,,,,,,,0.0,297.0,0.0,56.5
Malo Gusto,DF,Chelsea,32,19,"1,862",20.7,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,50,119,85,0,0.05,0.05,0,,,,,,,,0.0,297.0,0.0,93.5
Joško Gvardiol,DF,Manchester City,37,36,"3,277",36.4,5,0,5,5,0,0,2,0,4.6,4.3,2.1,6.3,91,264,121,0.14,0,0.14,0.14,,,,,,,,0.0,297.0,0.0,93.5
Erling Haaland,FW,Manchester City,31,31,"2,736",30.4,22,3,25,19,3,4,2,0,22,18.8,3,21.8,24,20,124,0.72,0.1,0.82,0.62,,,,,,,,0.0,297.0,0.0,43.0
Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,,,,,,,,0.0,297.0,0.0,8.5
Lewis Hall,DF,Newcastle Utd,27,24,"2,189",24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0,0.16,0.16,0,,,,,,,,0.0,297.0,0.0,93.5
Ali Al Hamadi,FW,Ipswich Town,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0,0,0,0,,,,,,,,0.0,297.0,0.0,43.0
Marcus Harness,MF,Ipswich Town,2,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,56.5
Jack Harrison,FW,Everton,34,24,"2,076",23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,0.04,0,0.04,0.04,,,,,,,,0.0,297.0,0.0,43.0
Taylor Harwood-Bellis,DF,Southampton,34,32,"2,825",31.4,1,0,1,1,0,0,9,0,1.8,1.8,1,2.8,29,125,9,0.03,0,0.03,0.03,,,,,,,,0.0,297.0,0.0,93.5
Kai Havertz,"FW,MF",Arsenal,23,21,"1,875",20.8,9,3,12,9,0,0,5,0,9.5,9.5,2.4,12,35,61,113,0.43,0.14,0.58,0.43,,,,,,,,0.0,297.0,0.0,30.5
Ayden Heaven,DF,Manchester Utd,4,2,170,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.2,1,7,1,0,0,0,0,,,,,,,,0.0,297.0,0.0,93.5
