Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Sjoeke Nüsken,MF,de Germany,24-175,2001,3,3,256,2.8,1,0,1,0,1,1,1,0,2,1.3,0.2,1.5,2,18,13,0.35,0,0.35,0,0,0.7,0.08,0.78,0.44,0.53,Matches
Eva Nyström,DF,fi Finland,25-229,1999,3,3,270,3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,2,9,0,0,0,0,0,0,0.16,0.03,0.18,0.16,0.18,Matches
Ria Öling,MF,fi Finland,30-304,1994,3,3,205,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,13,8,0,0,0,0,0,0.17,0.07,0.24,0.17,0.24,Matches
Elisabetta Oliviero,DF,it Italy,27-363,1997,3,1,143,1.6,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.7,1,5,4,0.63,0,0.63,0.63,0.63,0.26,0.15,0.41,0.26,0.41,Matches
Leila Ouahabi,DF,es Spain,32-116,1993,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,11,14,0,0,0,0,0,0.04,0.08,0.12,0.04,0.12,Matches
Natalia Padilla-Bidas,"MF,FW",pl Poland,22-252,2002,3,2,193,2.1,1,2,3,1,0,0,0,0,1.4,1.4,0.4,1.8,3,6,10,0.47,0.93,1.4,0.47,1.4,0.66,0.18,0.84,0.66,0.84,Matches
Ewa Pajor,FW,pl Poland,28-225,1996,3,3,270,3,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.1,5,7,14,0.33,0,0.33,0.33,0.33,0.29,0.07,0.35,0.29,0.35,Matches
Salma Paralluelo,"FW,MF",es Spain,21-245,2003,3,1,110,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,2,1,13,0,0.82,0.82,0,0.82,0.05,0.53,0.59,0.05,0.59,Matches
Irene Paredes,DF,es Spain,34-012,1991,2,2,180,2,1,0,1,1,0,0,0,0,0.4,0.4,0.5,0.9,0,12,0,0.5,0,0.5,0.5,0.5,0.18,0.24,0.43,0.18,0.43,Matches
Jessica Park,MF,eng England,23-268,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,0,2,3,0,0,0,0,0,0.65,0.06,0.71,0.65,0.71,Matches
Tanja Pawollek,MF,pl Poland,26-179,1999,3,3,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,6,0,0,0,0,0,0,0.04,0.08,0.12,0.04,0.12,Matches
Victoria Pelova,"FW,MF",nl Netherlands,26-043,1999,3,3,269,3,2,1,3,2,0,0,1,0,0.4,0.4,0.5,0.8,5,19,13,0.67,0.33,1,0.67,1,0.12,0.15,0.27,0.12,0.27,Matches
Livia Peng,GK,ch Switzerland,23-124,2002,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Inłs Pereira,GK,pt Portugal,26-051,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
GlódĪs Perla Viggósdóttir,DF,is Iceland,30-019,1995,3,3,225,2.5,1,0,1,0,1,1,1,0,1,0.3,0,0.3,0,3,0,0.4,0,0.4,0,0,0.41,0,0.41,0.12,0.12,Matches
Pauline Peyraud-Magnin,GK,fr France,33-121,1992,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Davina Philtjens,DF,be Belgium,36-140,1989,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Martina Piemonte,FW,it Italy,27-251,1997,1,1,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
Julie Piga,DF,it Italy,27-185,1998,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alayah Pilgrim,FW,ch Switzerland,22-078,2003,3,0,62,0.7,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,3,1,14,1.45,0,1.45,1.45,1.45,0.56,0,0.56,0.56,0.56,Matches
Claudia Pina,"FW,MF",es Spain,23-338,2001,3,2,140,1.6,1,2,3,1,0,0,0,0,0.6,0.6,0.5,1.1,3,4,20,0.64,1.29,1.93,0.64,1.93,0.4,0.32,0.72,0.4,0.72,Matches
Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
FĀtima Pinto,"MF,DF",pt Portugal,29-181,1996,3,3,270,3,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,2,4,6,0,0,0,0,0,0.08,0.02,0.09,0.08,0.09,Matches
Tatiana Pinto,MF,pt Portugal,31-110,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,9,3,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,Matches
Ella Powell,DF,wls Wales,25-165,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,Matches
Alexia Putellas,MF,es Spain,31-162,1994,3,3,270,3,3,4,7,3,0,0,0,0,1.5,1.5,1.6,3.1,8,34,24,1,1.33,2.33,1,2.33,0.49,0.54,1.03,0.49,1.03,Matches
HafrŻn Rakel Halldórsdóttir,"FW,DF",is Iceland,22-288,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
CecilĪa RĀn RŻnarsdóttir,GK,is Iceland,21-355,2003,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jutta Rantala,FW,fi Finland,25-248,1999,3,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
Guro Reiten,"MF,FW",no Norway,30-355,1994,2,2,180,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,3,9,0,0,0,0,0,0.09,0.01,0.11,0.09,0.11,Matches
Géraldine Reuteler,"MF,FW",ch Switzerland,26-086,1999,3,3,270,3,1,1,2,1,0,0,1,0,0.9,0.9,0.6,1.6,5,15,17,0.33,0.33,0.67,0.33,0.67,0.31,0.21,0.52,0.31,0.52,Matches
Nadine Riesen,DF,ch Switzerland,25-096,2000,3,3,213,2.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,12,10,24,0.42,0,0.42,0.42,0.42,0.04,0.05,0.09,0.04,0.09,Matches
Rhiannon Roberts,DF,wls Wales,34-320,1990,3,2,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
Fridolina Rolfö,FW,se Sweden,31-234,1993,2,1,59,0.7,1,0,1,0,1,1,0,0,0.9,0.7,0,0.7,2,2,3,1.53,0,1.53,0,0,1.4,0,1.4,1.06,1.06,Matches
Jill Roord,"FW,MF",nl Netherlands,28-085,1997,3,3,202,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,4,7,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
Berglind Rós ?gŻstsdóttir,MF,is Iceland,29-353,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rachel Rowe,MF,wls Wales,32-306,1992,3,2,168,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,2,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
SædĪs RŻn Hei?arsdóttir,DF,is Iceland,20-303,2004,3,1,192,2.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,9,2,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
Alessia Russo,FW,eng England,26-158,1999,3,3,229,2.5,1,3,4,1,0,0,0,0,2.4,2.4,1.3,3.7,3,4,12,0.39,1.18,1.57,0.39,1.57,0.96,0.49,1.45,0.96,1.45,Matches
Johanna Rytting Kaneryd,FW,se Sweden,28-154,1997,3,3,262,2.9,0,2,2,0,0,0,0,0,0.2,0.2,3.1,3.3,17,6,56,0,0.69,0.69,0,0.69,0.06,1.06,1.12,0.06,1.12,Matches
Linda Sällström,FW,fi Finland,37-003,1988,3,3,219,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,1,16,0,0,0,0,0,0.11,0.14,0.24,0.11,0.24,Matches
Cecilia Salvai,DF,it Italy,31-226,1993,3,3,256,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,6,0,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1,Matches
Thiniba Samoura,DF,fr France,21-155,2004,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,Matches
Sydney Schertenleib,FW,ch Switzerland,18-167,2007,3,2,188,2.1,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.8,3,11,16,0,0.48,0.48,0,0.48,0.1,0.29,0.38,0.1,0.38,Matches
Lea Schüller,FW,de Germany,27-246,1997,3,3,200,2.2,2,0,2,2,0,0,0,0,2.1,2.1,0,2.2,3,3,11,0.9,0,0.9,0.9,0.9,0.95,0.02,0.97,0.95,0.97,Matches
Ana Seića,DF,pt Portugal,24-113,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Linda Sembrant,DF,se Sweden,38-062,1987,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Elisa Senß,MF,de Germany,27-288,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,8,5,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Annamaria Serturini,MF,it Italy,27-064,1998,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
Oona Sevenius,FW,fi Finland,21-079,2004,3,2,168,1.9,1,0,1,1,0,0,0,0,0.6,0.6,0,0.6,5,1,9,0.54,0,0.54,0.54,0.54,0.33,0.02,0.35,0.33,0.35,Matches
Emma Severini,MF,it Italy,21-363,2003,3,2,195,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,2,5,7,0,0,0,0,0,0.18,0.28,0.46,0.18,0.46,Matches
Ingibjörg Sigur?ardóttir,DF,is Iceland,27-282,1997,3,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,3,0,0,0,0,0,0,0.08,0,0.09,0.08,0.09,Matches
Diana Silva,FW,pt Portugal,30-042,1995,3,3,234,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,8,4,11,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches
Dolores Silva,"MF,DF",pt Portugal,33-343,1991,3,0,38,0.4,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0,2,0,2.37,2.37,0,2.37,0,0.34,0.34,0,0.34,Matches
Jéssica Silva,FW,pt Portugal,30-217,1994,3,1,128,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,4,2,6,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
Oona Siren,MF,fi Finland,24-143,2001,3,3,270,3,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.3,2,12,8,0,0.33,0.33,0,0.33,0.02,0.09,0.11,0.02,0.11,Matches
Emma Snerle,MF,dk Denmark,24-115,2001,2,2,156,1.7,0,0,0,0,0,0,1,0,0,0,0.3,0.3,0,1,2,0,0,0,0,0,0.03,0.16,0.19,0.03,0.19,Matches
Alice Sombath,DF,fr France,21-273,2003,3,3,258,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Sherida Spitse,DF,nl Netherlands,35-048,1990,3,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0.1,0.2,1,2,1,0,0,0,0,0,0.02,0.08,0.09,0.02,0.09,Matches
Georgia Stanway,MF,eng England,26-194,1999,3,3,256,2.8,2,0,2,1,1,1,0,0,1.4,0.7,0,0.7,1,14,15,0.7,0,0.7,0.35,0.35,0.49,0.01,0.5,0.23,0.24,Matches
Julia Stierli,DF,ch Switzerland,28-104,1997,3,3,221,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
Eveliina Summanen,MF,fi Finland,27-048,1998,3,3,249,2.8,0,1,1,0,0,0,0,0,0.1,0.1,1,1.1,2,16,1,0,0.36,0.36,0,0.36,0.03,0.36,0.39,0.03,0.39,Matches
Ingrid Syrstad Engen,MF,no Norway,27-078,1998,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,11,0,0,0,0,0,0,0.04,0.07,0.12,0.04,0.12,Matches
Kinga Szemik,GK,pl Poland,28-021,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emilia Szymczak,DF,pl Poland,19-029,2006,3,3,270,3,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,0,4,0,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
Karina Sævik,FW,no Norway,29-114,1996,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,2,3,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
Klaudia S?owi?ska,MF,pl Poland,25-337,1999,2,0,33,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
Elisabeth Terland,FW,no Norway,24-018,2001,2,1,77,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,2,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
Jarne Teulings,MF,be Belgium,23-186,2002,3,3,246,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,Matches
Janni Thomsen,"MF,DF",dk Denmark,25-150,2000,3,3,240,2.7,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.1,10,2,15,0.37,0,0.37,0.37,0.37,0.31,0.09,0.4,0.31,0.4,Matches
Frederikke Th?gersen,DF,dk Denmark,29-357,1995,3,3,261,2.9,0,0,0,0,0,0,0,0,0,0,0.6,0.6,4,9,7,0,0,0,0,0,0,0.22,0.22,0,0.22,Matches
Sandie Toletti,MF,fr France,30-003,1995,3,2,146,1.6,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,3,10,2,0.62,0,0.62,0.62,0.62,0.07,0.08,0.15,0.07,0.15,Matches
Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Mariam Toloba,MF,be Belgium,25-299,1999,3,3,232,2.6,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,5,6,7,0,0,0,0,0,0.21,0.03,0.24,0.21,0.24,Matches
Paulina Tomasiak,"MF,FW",pl Poland,23-195,2002,3,3,213,2.4,0,0,0,0,0,0,0,0,0.1,0.1,1,1.1,6,5,13,0,0,0,0,0,0.04,0.44,0.47,0.04,0.47,Matches
Ella Toone,MF,eng England,25-317,1999,3,2,151,1.7,2,2,4,2,0,0,1,0,1.6,1.6,0.8,2.5,1,9,7,1.19,1.19,2.38,1.19,2.38,0.98,0.49,1.48,0.98,1.48,Matches
Sanne Troelsgaard Nielsen,MF,dk Denmark,36-335,1988,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
Katla Tryggvadóttir,"FW,MF",is Iceland,20-072,2005,3,1,72,0.8,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0,3,0,0,0,0,0,0.61,0,0.61,0.61,0.61,Matches
Joanna Tynnilä,DF,fi Finland,23-318,2001,3,3,266,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,15,4,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
Amber Tysiak,DF,be Belgium,25-171,2000,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
Smilla Vallotto,MF,ch Switzerland,21-115,2004,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6,19,18,0,0,0,0,0,0.05,0.1,0.15,0.05,0.15,Matches
Ella Van Kerkhoven,FW,be Belgium,31-238,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Amalie Vangsgaard,FW,dk Denmark,28-229,1996,3,2,130,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,1,2,9,0.69,0,0.69,0.69,0.69,0.08,0.08,0.16,0.08,0.16,Matches
Justine Vanhaevermaet,MF,be Belgium,33-078,1992,3,3,266,3,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,1,10,4,0.34,0,0.34,0.34,0.34,0.21,0.05,0.26,0.21,0.26,Matches
Katrine Veje,DF,dk Denmark,34-027,1991,3,3,264,2.9,0,1,1,0,0,0,1,0,0,0,0.2,0.2,9,16,2,0,0.34,0.34,0,0.34,0,0.06,0.06,0,0.06,Matches
Keira Walsh,MF,eng England,28-099,1997,3,3,270,3,1,0,1,1,0,0,0,0,0.2,0.2,1,1.3,0,21,10,0.33,0,0.33,0.33,0.33,0.08,0.34,0.42,0.08,0.42,Matches
Lia Wälti,MF,ch Switzerland,32-088,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,22,2,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05,Matches
Carlotta Wamser,DF,de Germany,21-257,2003,3,2,171,1.9,0,2,2,0,0,0,0,1,0.1,0.1,0.9,1,5,16,9,0,1.05,1.05,0,1.05,0.03,0.48,0.52,0.03,0.52,Matches
Leila Wandeler,"FW,DF",ch Switzerland,19-096,2006,2,0,80,0.9,0,1,1,0,0,0,0,0,0,0,0.2,0.3,8,3,6,0,1.13,1.13,0,1.13,0.06,0.26,0.32,0.06,0.32,Matches
Ellen Wangerheim,FW,se Sweden,20-318,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
Martyna Wiankowska,DF,pl Poland,28-204,1996,3,2,193,2.1,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,1,4,1,0.47,0,0.47,0.47,0.47,0.09,0,0.09,0.09,0.09,Matches
Sarah Wijnants,DF,be Belgium,25-276,1999,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Leah Williamson,DF,eng England,28-109,1997,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,27,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
Lynn Wilms,DF,nl Netherlands,24-286,2000,2,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,5,5,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11,Matches
Emilie Woldvik,DF,no Norway,26-189,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,Matches
Lily Woodham,DF,wls Wales,24-316,2000,3,3,198,2.2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,5,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
Oliwia Wo?,DF,pl Poland,25-335,1999,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
Tessa Wullaert,FW,be Belgium,32-119,1993,3,3,270,3,1,2,3,1,0,0,0,0,0.9,0.9,1.1,2.1,2,11,16,0.33,0.67,1,0.33,1,0.3,0.38,0.68,0.3,0.68,Matches
Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Riola Xhemaili,"FW,MF",ch Switzerland,22-133,2003,2,1,72,0.8,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,1,6,2,1.25,0,1.25,1.25,1.25,0.39,0.03,0.43,0.39,0.43,Matches
Weronika Zawistowska,MF,pl Poland,25-211,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cora Zical,FW,de Germany,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wiktoria Zieniewicz,DF,pl Poland,23-068,2002,2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Julia Zigiotti Olme,MF,se Sweden,27-204,1997,3,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Maite Zubieta,MF,es Spain,21-049,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marthine ?stenstad,DF,no Norway,24-120,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
